state,district,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score,reason_code,dominant_component
Bihar,Bhojpur,12,368.5,249.6096953245206,0.6773668801208157,1093,2.966078697421981,0,0.0,0.0,0.15647708661384538,0.0,0.18717557197841014,0.0,8.437824037983564,MIXED,mixed
West Bengal,Birbhum,12,520.0833333333334,349.5195295189548,0.6720452418246207,1541,2.9629867008492226,0,0.0,0.0,0.15428790200282602,0.0,0.18679946134406838,0.0,8.364626286966148,MIXED,mixed
Madhya Pradesh,Niwari,11,3.909090909090909,2.7369525189358126,0.7001506443789288,11,2.813953488372093,0,0.0,0.0,0.16584973904131625,0.0,0.1686710531250525,0.0,8.348913233740538,MIXED,mixed
Rajasthan,Udaipur,12,451.75,308.22604603528475,0.6822934057228218,1306,2.890979524073049,0,0.0,0.0,0.15850373206275087,0.0,0.1780405043733352,0.0,8.315922049349231,MIXED,mixed
Jharkhand,Dumka,12,208.08333333333334,141.9131990359109,0.68200175748135,596,2.8642370845014016,0,0.0,0.0,0.15838375550543438,0.0,0.17478755254287265,0.0,8.247263716020484,MIXED,mixed
Uttar Pradesh,Jyotiba Phule Nagar,9,3.4444444444444446,2.4037008503093262,0.6978486339607721,9,2.6129032258064515,0,0.0,0.0,0.16490275138425617,0.0,0.14421528805262213,0.0,7.831388302580128,MIXED,mixed
Uttar Pradesh,Bulandshahar,12,6.416666666666667,4.378840305862092,0.682416671043443,17,2.6493506493506493,0,0.0,0.0,0.1585544402334225,0.0,0.14864875467095717,0.0,7.729608300421818,MIXED,mixed
Jharkhand,East Singhbhum,12,218.25,146.91130595764855,0.6731331315356176,582,2.6666666666666665,0,0.0,0.0,0.15473543174484244,0.0,0.1507550759762198,0.0,7.657164471869669,MIXED,mixed
Bihar,Aurangabad(bh),11,3.0,2.1908902300206643,0.7302967433402214,7,2.3333333333333335,0,0.0,0.0,0.17825106589878328,0.0,0.11020839084991425,0.0,7.551699793961783,MIXED,mixed
Rajasthan,Sikar,12,417.5,262.55440994547814,0.628872838192762,1185,2.838323353293413,0,0.0,0.0,0.13652788969248958,0.0,0.17163540484365858,0.0,7.528544787647859,MIXED,mixed
Arunachal Pradesh,Namsai,12,4.083333333333333,2.8431203515386634,0.696274371805387,10,2.4489795918367347,0,0.0,0.0,0.16425514057486623,0.0,0.1242756081386325,0.0,7.413166380018637,MIXED,mixed
Karnataka,Bengaluru South,11,7.7272727272727275,5.330870643542367,0.6898773773996004,19,2.4588235294117644,0,0.0,0.0,0.16162358222187975,0.0,0.1254730252504057,0.0,7.358167971664507,MIXED,mixed
Telangana,Medchal−malkajgiri,12,13.416666666666666,8.649312461728162,0.6446692518058257,36,2.6832298136645965,0,0.0,0.0,0.14302612645084678,0.0,0.15276981809429713,0.0,7.3461801554113455,MIXED,mixed
Arunachal Pradesh,Lower Dibang Valley,10,3.1,2.2335820757001272,0.720510347000041,7,2.258064516129032,0,0.0,0.0,0.17422519509118303,0.0,0.10105268775687747,0.0,7.24780960787304,MIXED,mixed
Nagaland,Meluri,5,1.8,1.3038404810405297,0.7243558228002943,4,2.2222222222222223,0,0.0,0.0,0.17580712456015524,0.0,0.09669282914114573,0.0,7.208070319627572,MIXED,mixed
Jammu and Kashmir,Baramula,12,97.5,62.06228542945605,0.6365362608149339,257,2.635897435897436,0,0.0,0.0,0.1396804239194384,0.0,0.14701230504148388,0.0,7.13065881841283,MIXED,mixed
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,11,2.6363636363636362,1.85864075456917,0.705001665526237,6,2.2758620689655173,0,0.0,0.0,0.1678453239067908,0.0,0.10321758306951674,0.0,7.099711378594059,MIXED,mixed
Tamil Nadu,Vellore,12,278.6666666666667,172.48311291956742,0.6189585391850505,755,2.7093301435406696,0,0.0,0.0,0.13244940302941724,0.0,0.15594466366583065,0.0,7.09237536419913,MIXED,mixed
Manipur,Kakching,11,3.272727272727273,2.195035721390843,0.6707053593138687,8,2.444444444444444,0,0.0,0.0,0.15373670892846591,0.0,0.12372395255868272,0.0,7.086580319027632,MIXED,mixed
Mizoram,Serchhip,10,4.9,3.446415206816755,0.703350042207501,11,2.2448979591836733,0,0.0,0.0,0.16716588871196314,0.0,0.09945110704089437,0.0,7.003998802176782,MIXED,mixed
Maharashtra,Dharashiv,11,4.2727272727272725,3.101319367330914,0.7258407029923416,9,2.1063829787234045,0,0.0,0.0,0.17641796593732315,0.0,0.08260213714689772,0.0,6.9445817210576495,MIXED,mixed
Manipur,Chandel,12,21.666666666666668,13.234482050745891,0.6108222484959641,58,2.6769230769230767,0,0.0,0.0,0.12910234308735702,0.0,0.1520026662877984,0.0,6.913123618376679,MIXED,mixed
Delhi,Najafgarh,8,1.625,1.0606601717798214,0.6527139518645055,4,2.4615384615384617,0,0.0,0.0,0.14633550837207218,0.0,0.12580326974464717,0.0,6.906130646055109,MIXED,mixed
Punjab,Nawanshahr,11,5.0,3.714835124201342,0.7429670248402684,10,2.0,0,0.0,0.0,0.18346329261043684,0.0,0.06966170572360868,0.0,6.8971328927852795,VOLATILE,cov
Uttar Pradesh,Shamli,12,228.75,136.69483264822875,0.5975730388993606,618,2.7016393442622952,0,0.0,0.0,0.12365196030245543,0.0,0.15500915441570107,0.0,6.809741897387683,MIXED,mixed
Jammu and Kashmir,Pulwama,12,44.75,28.142898345279356,0.6288915831347343,112,2.5027932960893855,0,0.0,0.0,0.1365356008776954,0.0,0.1308215101040696,0.0,6.712498228412253,MIXED,mixed
Arunachal Pradesh,Tirap,12,2.9166666666666665,1.880924981991251,0.6448885652541433,7,2.4,0,0.0,0.0,0.14311634634166306,0.0,0.11831772787517533,0.0,6.659844947753399,MIXED,mixed
Ladakh,Kargil,12,11.333333333333334,6.906299276527893,0.6093793479289317,29,2.5588235294117645,0,0.0,0.0,0.12850877104416927,0.0,0.1376370307882974,0.0,6.6080037470910264,MIXED,mixed
Jharkhand,Pakaur,12,11.75,7.3623736291053214,0.6265849897110912,29,2.4680851063829787,0,0.0,0.0,0.13558672789049364,0.0,0.1265996039860803,0.0,6.599593916436415,MIXED,mixed
Bihar,Purba Champaran,11,3.909090909090909,2.3432688900143517,0.5994408788408806,10,2.558139534883721,0,0.0,0.0,0.12442034143402284,0.0,0.1375538296560273,0.0,6.4836868361412305,MIXED,mixed
Tamil Nadu,Salem,12,286.25,167.56769324121467,0.5853893213666888,751,2.623580786026201,0,0.0,0.0,0.11863989344578783,0.0,0.14551410706906417,0.0,6.469478944754918,MIXED,mixed
Bihar,Monghyr,8,2.125,1.3562026818605375,0.6382130267579,5,2.3529411764705883,0,0.0,0.0,0.14037020214078944,0.0,0.11259348997499104,0.0,6.4629758637235035,MIXED,mixed
Orissa,Kendujhar,7,2.0,1.4142135623730951,0.7071067811865476,4,2.0,0,0.0,0.0,0.16871131414353102,0.0,0.06966170572360868,0.0,6.454573538778105,MIXED,mixed
Mizoram,Mamit,10,2.7,1.766981104093143,0.6544374459604233,6,2.222222222222222,0,0.0,0.0,0.14704450934920804,0.0,0.09669282914114567,0.0,6.345191863299155,MIXED,mixed
Jammu and Kashmir,Leh,10,5.8,3.7653389990514503,0.6491963791468018,13,2.241379310344828,0,0.0,0.0,0.14488846976607664,0.0,0.09902309840127825,0.0,6.327116061007865,MIXED,mixed
Rajasthan,Barmer,12,477.0,279.0500118095484,0.5850105069382565,1223,2.5639412997903563,0,0.0,0.0,0.1184840589694483,0.0,0.13825955666056589,0.0,6.319712902294766,MIXED,mixed
Bihar,Purnea,12,7.833333333333333,4.932882862316248,0.6297297271042019,18,2.297872340425532,0,0.0,0.0,0.13688039166911187,0.0,0.10589491370881793,0.0,6.224310024249714,MIXED,mixed
Maharashtra,Bid,12,15.666666666666666,9.810322331219512,0.6261907870991178,36,2.297872340425532,0,0.0,0.0,0.1354245631127084,0.0,0.10589491370881793,0.0,6.18063516755761,MIXED,mixed
Tamil Nadu,Ranipet,10,3.6,2.5033311140691454,0.695369753908096,7,1.9444444444444444,0,0.0,0.0,0.1638830041256419,0.0,0.06290392486922441,0.0,6.174568621153745,VOLATILE,cov
Delhi,South East Delhi,10,2.3,1.4944341180973264,0.649753964390142,5,2.173913043478261,0,0.0,0.0,0.14511784594050106,0.0,0.09081649796342031,0.0,6.169865337483438,MIXED,mixed
Lakshadweep,Lakshadweep,12,5.583333333333333,3.4234042953903314,0.6131470379803579,13,2.328358208955224,0,0.0,0.0,0.13005870146419998,0.0,0.109603216445044,0.0,6.093825372826879,MIXED,mixed
Karnataka,Kodagu,12,22.583333333333332,14.23477389630014,0.6303220913490838,50,2.2140221402214024,0,0.0,0.0,0.1371240750269118,0.0,0.09569537071245433,0.0,6.02762966505644,MIXED,mixed
Rajasthan,Dhaulpur,11,3.3636363636363638,2.2033033051637383,0.6550361177513816,7,2.081081081081081,0,0.0,0.0,0.14729078746862745,0.0,0.07952441291649381,0.0,6.0092118823887,MIXED,mixed
Jharkhand,Hazaribag,12,15.833333333333334,10.503967504392486,0.6634084739616307,32,2.0210526315789474,0,0.0,0.0,0.15073495867179898,0.0,0.07222254899474377,0.0,5.966499740048844,MIXED,mixed
Maharashtra,Washim *,5,1.4,0.8944271909999159,0.6388765649999399,3,2.142857142857143,0,0.0,0.0,0.14064316464358395,0.0,0.08703885649202533,0.0,5.960072069148025,MIXED,mixed
Tripura,Khowai,12,10.833333333333334,6.548189664234526,0.6044482766985716,25,2.3076923076923075,0,0.0,0.0,0.12648025564110948,0.0,0.10708941507096763,0.0,5.936195970652637,MIXED,mixed
Gujarat,Junagadh,12,169.66666666666666,98.25507928886225,0.5791065576946695,412,2.4282907662082516,0,0.0,0.0,0.11605532666767923,0.0,0.12175901824345906,0.0,5.9168401648995586,MIXED,mixed
Manipur,Senapati,12,38.333333333333336,22.145524207483607,0.5777093271517463,93,2.426086956521739,0,0.0,0.0,0.11548054209338739,0.0,0.12149094671114706,0.0,5.894235197024562,MIXED,mixed
Haryana,Yamunanagar,8,2.25,1.3887301496588271,0.6172133998483676,5,2.2222222222222223,0,0.0,0.0,0.13173149775902668,0.0,0.09669282914114573,0.0,5.885801515593715,MIXED,mixed
Arunachal Pradesh,Siang,9,2.4444444444444446,1.5898986690282426,0.6504130918751901,5,2.0454545454545454,0,0.0,0.0,0.1453889939717378,0.0,0.07519079914992306,0.0,5.8654858021505945,MIXED,mixed
Kerala,Thiruvananthapuram,12,162.25,98.81582961154645,0.6090343889771738,362,2.231124807395994,0,0.0,0.0,0.12836686383691664,0.0,0.09777574009469883,0.0,5.806520717001476,MIXED,mixed
Bihar,Samastipur,12,535.1666666666666,300.7399460522582,0.5619556762110087,1304,2.436624104640299,0,0.0,0.0,0.10899989679445904,0.0,0.12277268599182459,0.0,5.7254506236702625,MIXED,mixed
Andhra Pradesh,K.V.Rangareddy,12,2.1666666666666665,1.2673044646258476,0.5849097529042374,5,2.307692307692308,0,0.0,0.0,0.11844261136093075,0.0,0.10708941507096768,0.0,5.695066642247276,MIXED,mixed
Chhattisgarh,Janjgir - Champa,8,1.25,0.7071067811865476,0.565685424949238,3,2.4,0,0.0,0.0,0.1105342191377379,0.0,0.11831772787517533,0.0,5.682381131635643,MIXED,mixed
Madhya Pradesh,Harda *,12,16.5,9.986354326142886,0.6052335955238113,36,2.1818181818181817,0,0.0,0.0,0.12680331553193064,0.0,0.09177807942886623,0.0,5.639661054535244,MIXED,mixed
West Bengal,Hugli,12,5.0,2.9848100289785457,0.5969620057957091,11,2.2,0,0.0,0.0,0.12340059705811511,0.0,0.09398971679939204,0.0,5.581812247731294,MIXED,mixed
Arunachal Pradesh,Papum Pare,12,12.833333333333334,7.06892473928652,0.5508253043599886,31,2.4155844155844153,0,0.0,0.0,0.10442114915792793,0.0,0.12021341704991167,0.0,5.536902815736071,MIXED,mixed
Andaman and Nicobar Islands,South Andaman,11,5.090909090909091,2.844452335847639,0.5587317088272148,12,2.357142857142857,0,0.0,0.0,0.10767363984308442,0.0,0.11310458264465036,0.0,5.49230084818554,MIXED,mixed
Jammu and Kashmir,Shupiyan,12,11.666666666666666,6.945676658355487,0.5953437135733275,25,2.142857142857143,0,0.0,0.0,0.12273487341584817,0.0,0.08703885649202533,0.0,5.422823332315952,MIXED,mixed
Jammu and Kashmir,Ganderbal,12,22.333333333333332,12.651506078748334,0.5664853468096269,51,2.283582089552239,0,0.0,0.0,0.1108632863402258,0.0,0.10415664680121194,0.0,5.409031526231012,MIXED,mixed
Karnataka,Raichur,12,254.5,136.12928347046355,0.534889129549955,612,2.404715127701375,0,0.0,0.0,0.09786541825122874,0.0,0.1188912762698893,0.0,5.313788072934648,MIXED,mixed
Jammu & Kashmir,Jammu,11,1.9090909090909092,1.1361818036340359,0.5951428495225902,4,2.0952380952380953,0,0.0,0.0,0.12265224313090463,0.0,0.08124647290255313,0.0,5.304496751978201,MIXED,mixed
Tamil Nadu,Ramanathapuram,12,114.91666666666667,62.74835504302929,0.5460335464222998,269,2.340826686004351,0,0.0,0.0,0.10244994364694489,0.0,0.11111988268379057,0.0,5.295895963084158,MIXED,mixed
Sikkim,North Sikkim,12,1.6666666666666667,0.8876253645985944,0.5325752187591566,4,2.4,0,0.0,0.0,0.09691353508808526,0.0,0.11831772787517533,0.0,5.273760610146065,MIXED,mixed
Rajasthan,Jaisalmer,12,83.33333333333333,45.62760992950198,0.5475313191540238,192,2.3040000000000003,0,0.0,0.0,0.10306608868210049,0.0,0.10664028255879938,0.0,5.224788311639003,MIXED,mixed
Ladakh,Leh,10,4.4,2.6331223544175333,0.5984368987312575,9,2.0454545454545454,0,0.0,0.0,0.12400732993579157,0.0,0.07519079914992306,0.0,5.224035881072208,MIXED,mixed
Karnataka,Gadag *,11,5.545454545454546,3.1737560197228887,0.5723166592942913,12,2.163934426229508,0,0.0,0.0,0.11326213775457313,0.0,0.08960269840867695,0.0,5.189918100810733,MIXED,mixed
Dadra and Nagar Haveli and Daman and Diu,Diu,7,1.5714285714285714,0.9759000729485332,0.6210273191490666,3,1.9090909090909092,0,0.0,0.0,0.1333004456987485,0.0,0.05860351887097989,0.0,5.171083748382052,MIXED,mixed
Sikkim,North,7,2.142857142857143,1.3451854182690985,0.627753195192246,4,1.8666666666666667,0,0.0,0.0,0.1360672974669117,0.0,0.05344303167308646,0.0,5.15087955746908,MIXED,mixed
Arunachal Pradesh,East Siang,12,4.833333333333333,2.82306517276824,0.5840824495382566,10,2.0689655172413794,0,0.0,0.0,0.11810228011392648,0.0,0.0780506750600857,0.0,5.104081904619508,MIXED,mixed
Chhattisgarh,Koriya,12,44.0,26.25746647059738,0.5967606016044859,88,2.0,0,0.0,0.0,0.12331774457331995,0.0,0.06966170572360868,0.0,5.092766451671772,MIXED,mixed
Himachal Pradesh,Chamba,12,33.0,18.896849184213465,0.5726317934610141,70,2.121212121212121,0,0.0,0.0,0.11339177581522246,0.0,0.08440595486044705,0.0,5.0898723716656145,MIXED,mixed
Jammu and Kashmir,Kulgam,12,25.5,14.908813744652097,0.5846593625353763,52,2.0392156862745097,0,0.0,0.0,0.11833960722728827,0.0,0.07443190397376226,0.0,5.038826296293893,MIXED,mixed
Karnataka,Bagalkot *,11,6.0,3.4641016151377544,0.5773502691896257,12,2.0,0,0.0,0.0,0.11533283491725324,0.0,0.06966170572360868,0.0,4.85321916198977,MIXED,mixed
Kerala,Alappuzha,12,82.58333333333333,46.92829798229584,0.5682538605323412,168,2.0343087790111,0,0.0,0.0,0.11159080722959379,0.0,0.07383502750250187,0.0,4.8244247669378515,MIXED,mixed
Uttar Pradesh,Sambhal,12,284.3333333333333,141.47491479110886,0.49756710946462673,680,2.3915592028135992,0,0.0,0.0,0.08251210269775054,0.0,0.11729098883797935,0.0,4.821182857692103,MIXED,mixed
Punjab,Muktsar,12,11.833333333333334,6.534291828267979,0.5521936756282799,25,2.112676056338028,0,0.0,0.0,0.10498406177167065,0.0,0.08336762745644434,0.0,4.816874402279006,MIXED,mixed
Maharashtra,Nandurbar *,12,3.8333333333333335,2.1248885888797826,0.554318762316465,8,2.0869565217391304,0,0.0,0.0,0.10585826757370408,0.0,0.08023910184351446,0.0,4.780530064081411,MIXED,mixed
Odisha,Jagatsinghpur,12,13.916666666666666,6.894771844512245,0.4954327073901014,33,2.37125748502994,0,0.0,0.0,0.08163406478626387,0.0,0.11482148676248793,0.0,4.745451678837675,MIXED,mixed
Orissa,Jajapur,11,3.3636363636363638,1.8586407545691703,0.5525688729800236,7,2.081081081081081,0,0.0,0.0,0.10513840827603936,0.0,0.07952441291649381,0.0,4.7446405066110575,MIXED,mixed
Bihar,Samstipur,9,3.2222222222222223,1.7159383568311668,0.5325325934993276,7,2.1724137931034484,0,0.0,0.0,0.09689600015661028,0.0,0.09063412906480123,0.0,4.719562585994333,MIXED,mixed
Tamil Nadu,Namakkal,12,137.41666666666666,70.50784396509412,0.5130952865864946,312,2.270466949666465,0,0.0,0.0,0.08889999388845433,0.0,0.10256132045920413,0.0,4.718226225837713,MIXED,mixed
Maharashtra,Mumbai( Sub Urban ),12,10.416666666666666,5.63202423376329,0.5406743264412759,22,2.112,0,0.0,0.0,0.10024529890100008,0.0,0.08328539192604735,0.0,4.673066805550949,MIXED,mixed
Andhra Pradesh,Medak,12,42.083333333333336,22.560860449956785,0.5360996542563988,89,2.114851485148515,0,0.0,0.0,0.09836339686441262,0.0,0.08363224673742486,0.0,4.623546840680875,MIXED,mixed
Chhattisgarh,Sarangarh-Bilaigarh,11,3.0,1.6733200530681511,0.5577733510227171,6,2.0,0,0.0,0.0,0.10727939618339098,0.0,0.06966170572360868,0.0,4.611615999973903,MIXED,mixed
Himachal Pradesh,Lahul and Spiti,6,1.5,0.8366600265340756,0.5577733510227171,3,2.0,0,0.0,0.0,0.10727939618339098,0.0,0.06966170572360868,0.0,4.611615999973903,MIXED,mixed
Sikkim,South,12,6.5,3.424510582152248,0.5268477818695766,14,2.1538461538461537,0,0.0,0.0,0.09455741541189115,0.0,0.08837556039728815,0.0,4.604233670302498,MIXED,mixed
Dadra and Nagar Haveli,Dadra and Nagar Haveli,12,21.166666666666668,12.590280041172695,0.5948163798979226,38,1.795275590551181,0,0.0,0.0,0.12251794195549429,0.0,0.04475901722083832,0.0,4.570718603081595,MIXED,mixed
Bihar,Bhabua,9,1.5555555555555556,0.8819171036881969,0.5669467095138409,3,1.9285714285714286,0,0.0,0.0,0.11105307904614599,0.0,0.06097313033940034,0.0,4.551054978172386,MIXED,mixed
Odisha,Anugul,11,6.363636363636363,3.2641301221834667,0.5129347334859734,14,2.2,0,0.0,0.0,0.08883394648775748,0.0,0.09398971679939204,0.0,4.544812730620565,MIXED,mixed
Madhya Pradesh,Hoshangabad,12,180.16666666666666,95.77799456255201,0.5316077404026939,379,2.103607770582794,0,0.0,0.0,0.09651553946877064,0.0,0.0822645606749858,0.0,4.540757397562835,MIXED,mixed
Jharkhand,Seraikela-kharsawan,12,22.666666666666668,13.193203025065827,0.582053074635257,41,1.8088235294117647,0,0.0,0.0,0.11726744766941177,0.0,0.046406989254109896,0.0,4.446163215164551,MIXED,mixed
Karnataka,Chamarajanagar,12,6.083333333333333,3.528026317499587,0.5799495316437678,11,1.808219178082192,0,0.0,0.0,0.11640210438802447,0.0,0.04633347592491234,0.0,4.41873265013898,MIXED,mixed
Madhya Pradesh,Maihar,12,8.416666666666666,4.52183255959016,0.5372474328225932,17,2.01980198019802,0,0.0,0.0,0.0988355633353596,0.0,0.07207041969150801,0.0,4.406475293890948,MIXED,mixed
Kerala,Kasargod,12,7.083333333333333,3.6545944516540554,0.5159427461158667,15,2.1176470588235294,0,0.0,0.0,0.09007136522849049,0.0,0.08397230047406946,0.0,4.381586966336104,MIXED,mixed
Orissa,Puri,12,6.25,3.467380462644282,0.5547808740230851,12,1.92,0,0.0,0.0,0.1060483683998778,0.0,0.05993050129329533,0.0,4.380061077862241,MIXED,mixed
Himachal Pradesh,Sirmaur,12,40.583333333333336,22.014285995207473,0.5424464721611697,80,1.9712525667351128,0,0.0,0.0,0.10097431390024368,0.0,0.06616486634926609,0.0,4.352526743992632,MIXED,mixed
Uttar Pradesh,Lalitpur,12,151.41666666666666,72.50261228313632,0.478828479580427,347,2.291689598238855,0,0.0,0.0,0.07480351412204661,0.0,0.10514284460683698,0.0,4.346962315798137,MIXED,mixed
Manipur,Ukhrul,12,23.25,11.771498707394136,0.506301019672866,50,2.150537634408602,0,0.0,0.0,0.08610500788177503,0.0,0.08797311190968214,0.0,4.342612474646894,MIXED,mixed
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,12,6.333333333333333,3.5248038845079632,0.5565479817644152,12,1.8947368421052633,0,0.0,0.0,0.10677531090480137,0.0,0.05685748936793325,0.0,4.340409114502706,MIXED,mixed
Orissa,Rayagada,9,5.222222222222222,2.682246156571847,0.5136216044499282,11,2.106382978723404,0,0.0,0.0,0.08911650746998753,0.0,0.08260213714689767,0.0,4.3255379670375795,MIXED,mixed
Kerala,Kottayam,12,70.66666666666667,37.23715967425632,0.5269409387866459,143,2.0235849056603774,0,0.0,0.0,0.09459573776262364,0.0,0.0725305749542435,0.0,4.2884836319635795,MIXED,mixed
West Bengal,North Dinajpur,12,9.083333333333334,5.212891944424173,0.5738963608540373,16,1.7614678899082568,0,0.0,0.0,0.1139119861944928,0.0,0.04064664664239918,0.0,4.230292518682767,MIXED,mixed
Orissa,Ganjam,12,12.0,6.310164959664828,0.525847079972069,24,2.0,0,0.0,0.0,0.0941457524854935,0.0,0.06966170572360868,0.0,4.2176066890369786,MIXED,mixed
Chhattisgarh,Dantewada,12,17.25,9.274843786971685,0.5376721035925615,33,1.9130434782608696,0,0.0,0.0,0.09901026192677437,0.0,0.05908430960370288,0.0,4.151994049877289,MIXED,mixed
Mizoram,Mammit,11,1.5454545454545454,0.8201995322647243,0.5307173444065864,3,1.9411764705882353,0,0.0,0.0,0.09614925354253895,0.0,0.06250640834837828,0.0,4.134605773243734,MIXED,mixed
Gujarat,Tapi,12,75.58333333333333,42.519425150765095,0.5625502776286452,134,1.772877618522602,0,0.0,0.0,0.10924450046737509,0.0,0.04203452666290655,0.0,4.118025547279384,MIXED,mixed
Punjab,Malerkotla,12,23.416666666666668,12.078969954077838,0.515827898394783,47,2.0071174377224197,0,0.0,0.0,0.09002411984095886,0.0,0.0705274712423198,0.0,4.111273020075162,MIXED,mixed
Jharkhand,Sahibganj,11,11.454545454545455,5.905313477938937,0.5155432401375262,23,2.007936507936508,0,0.0,0.0,0.08990701878269416,0.0,0.0706271029885207,0.0,4.109752623251239,MIXED,mixed
Punjab,Barnala,12,26.916666666666668,14.84745667435907,0.5516082974994081,49,1.8204334365325077,0,0.0,0.0,0.10474325232164286,0.0,0.04781921899922115,0.0,4.098681949633709,MIXED,mixed
Punjab,Firozpur,12,14.083333333333334,7.279589565519764,0.5168939336463737,28,1.9881656804733727,0,0.0,0.0,0.0904626592225728,0.0,0.06822217844101794,0.0,4.078323345497542,MIXED,mixed
Maharashtra,Wardha,12,47.416666666666664,24.883212060026384,0.5247777587351786,92,1.9402460456942003,0,0.0,0.0,0.09370586133435864,0.0,0.062393231412741945,0.0,4.059040468285597,MIXED,mixed
Punjab,Sri Muktsar Sahib,12,47.666666666666664,22.884426357175087,0.4800928606400368,103,2.160839160839161,0,0.0,0.0,0.07532364784856109,0.0,0.08922619015518268,0.0,4.044233238560486,MIXED,mixed
Telangana,Jangaon,9,3.0,1.7320508075688774,0.5773502691896258,5,1.6666666666666667,0,0.0,0.0,0.11533283491725328,0.0,0.029115020597303122,0.0,4.0422854594636615,MIXED,mixed
Karnataka,Chamrajnagar,12,8.583333333333334,4.420167280531223,0.5149709453046085,17,1.9805825242718444,0,0.0,0.0,0.08967159146286204,0.0,0.06729976290071707,0.0,4.036143001900203,MIXED,mixed
Uttar Pradesh,Ambedkar Nagar,12,248.66666666666666,115.06704238149274,0.4627360953679333,553,2.2238605898123325,0,0.0,0.0,0.06818352269989546,0.0,0.09689212026553774,0.0,3.9833480863076183,MIXED,mixed
Assam,Bajali,7,1.7142857142857142,0.951189731211342,0.5548606765399495,3,1.75,0,0.0,0.0,0.10608119709512476,0.0,0.0392516918788795,0.0,3.967469750431333,MIXED,mixed
Jharkhand,Ramgarh,12,78.08333333333333,40.345008327793124,0.5166916754893464,149,1.9082177161152616,0,0.0,0.0,0.09037945543829193,0.0,0.05849730362906564,0.0,3.8813297357300707,MIXED,mixed
Orissa,Bhadrak,12,11.583333333333334,5.8068663640294815,0.5013122040888761,23,1.9856115107913668,0,0.0,0.0,0.08405273794236688,0.0,0.06791148909945158,0.0,3.879811920260038,MIXED,mixed
West Bengal,South Twenty Four Parganas,12,120.5,55.89519413395688,0.4638605322320073,261,2.1659751037344397,0,0.0,0.0,0.06864608699718219,0.0,0.08985092653338736,0.0,3.8564011405832126,MIXED,mixed
Arunachal Pradesh,Upper Subansiri,10,4.6,2.3190036174568114,0.5041312211862634,9,1.956521739130435,0,0.0,0.0,0.08521240880015767,0.0,0.0643730076636558,0.0,3.843832417277846,MIXED,mixed
Jammu and Kashmir,Bandipore,12,44.333333333333336,22.98748012341158,0.5185145892498852,83,1.8721804511278195,0,0.0,0.0,0.09112935509882326,0.0,0.05411372872028849,0.0,3.816155227370468,MIXED,mixed
Uttarakhand,Champawat,12,24.0,12.424316333852595,0.5176798472438581,45,1.875,0,0.0,0.0,0.09078596378734072,0.0,0.05445669880124409,0.0,3.8127128896451037,MIXED,mixed
Chhattisgarh,Jashpur,12,66.83333333333333,35.02682954363395,0.5240922126229519,123,1.8403990024937658,0,0.0,0.0,0.093423845361927,0.0,0.05024783154842,0.0,3.80767199182621,MIXED,mixed
Jharkhand,Kodarma,12,8.0,4.134115273055299,0.5167644091319124,15,1.875,0,0.0,0.0,0.09040937618114338,0.0,0.05445669880124409,0.0,3.801415261459183,MIXED,mixed
Chandigarh,Chandigarh,12,74.08333333333333,36.07179289173526,0.486908340495864,150,2.0247469066366706,0,0.0,0.0,0.07812736031202511,0.0,0.07267192081735016,0.0,3.797259225707757,MIXED,mixed
Odisha,jajpur,4,1.75,0.9574271077563381,0.5471012044321932,3,1.7142857142857142,0,0.0,0.0,0.10288915058943125,0.0,0.03490740418677533,0.0,3.7848226014184445,MIXED,mixed
Punjab,Shaheed Bhagat Singh Nagar,12,30.25,14.747110656914211,0.4875077903112136,61,2.0165289256198347,0,0.0,0.0,0.07837395849059355,0.0,0.07167228515135936,0.0,3.7846644577449933,MIXED,mixed
Jharkhand,Pashchimi Singhbhum,12,18.5,9.0,0.4864864864864865,37,2.0,0,0.0,0.0,0.07795382046319954,0.0,0.06966170572360868,0.0,3.73184872836816,MIXED,mixed
Jammu and Kashmir,Kathua,12,57.416666666666664,28.471543475526367,0.49587593861584384,112,1.9506531204644413,0,0.0,0.0,0.08181639867002526,0.0,0.06365914856412658,0.0,3.7276749313832886,MIXED,mixed
Telangana,Medchal-malkajgiri,12,112.5,55.733945915148766,0.4954128525791001,219,1.9466666666666668,0,0.0,0.0,0.08162589702959205,0.0,0.0631742361033998,0.0,3.7122616329557574,MIXED,mixed
Kerala,Malappuram,12,364.0,177.288670611725,0.48705678739484887,721,1.9807692307692308,0,0.0,0.0,0.078188427533945,0.0,0.06732247388939874,0.0,3.692102303806325,MIXED,mixed
Manipur,Thoubal,12,30.833333333333332,13.61037928356239,0.4414177064939154,68,2.2054054054054055,0,0.0,0.0,0.05941368787513943,0.0,0.09464723061225104,0.0,3.675355248499204,MIXED,mixed
Jharkhand,Purbi Singhbhum,12,27.25,12.008519702883676,0.4406796221241716,60,2.2018348623853212,0,0.0,0.0,0.059110059019899075,0.0,0.09421290956155517,0.0,3.657559961828076,MIXED,mixed
