month,state,district,age_0_5,age_5_17,age_18_greater,total,prev,abs_change,pct_change,z_change,severity,is_spike
2025-01-01,Karnataka,Gadag,78,11,1,90,,,,,0.045108595065168504,False
2025-02-01,Karnataka,Gadag,184,22,1,207,90.0,117.0,1.3,1.1171253203831109,9.09503384343893,False
2025-03-01,Karnataka,Gadag,74,11,2,87,207.0,-120.0,-0.5797101449275363,1.380598273303656,4.505891777399547,False
2025-04-01,Karnataka,Gadag,99,5,2,106,87.0,19.0,0.21839080459770116,0.0843113449345744,0.27421578930420604,False
2025-05-01,Karnataka,Gadag,45,7,1,53,106.0,-53.0,-0.5,0.6744907594765952,1.853658770258152,False
2025-06-01,Karnataka,Gadag,90,13,0,103,53.0,50.0,0.9433962264150944,0.4110178065560502,2.4763615979012505,False
2025-07-01,Karnataka,Gadag,33,4,0,37,103.0,-66.0,-0.6407766990291263,0.8114966949952787,2.4561546045378075,False
2025-08-01,Karnataka,Gadag,231,16,0,247,37.0,210.0,5.675675675675675,2.097244705247538,69.96856886761684,False
2025-09-01,Karnataka,Gadag,177,9,1,187,247.0,-60.0,-0.242914979757085,0.7482631862943478,1.5231875140759192,False
2025-10-01,Karnataka,Gadag,200,15,2,217,187.0,30.0,0.16042780748663102,0.2002394442196142,0.42101743907048705,False
2025-11-01,Karnataka,Gadag,206,17,1,224,217.0,7.0,0.03225806451612903,0.0421556724672872,0.10182937157372349,False
2025-12-01,Karnataka,Gadag,218,17,0,235,224.0,11.0,0.049107142857142856,0.0,0.08146963494993545,False
2025-01-01,Karnataka,Gadag *,3,3,0,6,,,,,0.019459101490553136,False
2025-02-01,Karnataka,Gadag *,4,0,0,4,6.0,-2.0,-0.3333333333333333,0.22483025315886507,0.2265441206337591,False
2025-03-01,Karnataka,Gadag *,2,1,0,3,4.0,-1.0,-0.25,0.0749434177196217,0.08488307572491358,False
2025-04-01,Karnataka,Gadag *,7,3,0,10,3.0,7.0,2.3333333333333335,1.1241512657943253,7.14277389803333,False
2025-05-01,Karnataka,Gadag *,1,0,0,1,10.0,-9.0,-0.9,1.2740381012335686,0.9524106358519888,False
2025-06-01,Karnataka,Gadag *,6,0,0,6,1.0,5.0,5.0,0.8243775949158386,9.173654291880963,False
2025-08-01,Karnataka,Gadag *,6,0,0,6,6.0,0.0,0.0,0.0749434177196217,0.034042417205103495,False
2025-09-01,Karnataka,Gadag *,3,0,0,3,6.0,-3.0,-0.5,0.3747170885981084,0.39485857383048556,False
2025-10-01,Karnataka,Gadag *,6,0,0,6,3.0,3.0,1.0,0.5246039240373518,1.3369654264164625,False
2025-11-01,Karnataka,Gadag *,12,0,0,12,6.0,6.0,1.0,0.974264430355082,3.030977246421357,False
2025-12-01,Karnataka,Gadag *,4,0,0,4,12.0,-8.0,-0.6666666666666666,1.1241512657943253,1.5104831842547448,False
2025-01-01,Karnataka,Gulbarga,75,9,0,84,,,,,0.044426512564903174,False
2025-02-01,Karnataka,Gulbarga,173,37,0,210,84.0,126.0,1.5,2.0555908860239094,18.458266585302304,False
2025-03-01,Karnataka,Gulbarga,76,21,0,97,210.0,-113.0,-0.5380952380952381,1.7825827214738588,5.507770448656575,False
2025-04-01,Karnataka,Gulbarga,49,8,0,57,97.0,-40.0,-0.41237113402061853,0.610253544288348,1.477649678032843,False
2025-05-01,Karnataka,Gulbarga,62,14,0,76,57.0,19.0,0.3333333333333333,0.3372453797382976,0.8230338355146658,False
2025-06-01,Karnataka,Gulbarga,102,17,1,120,76.0,44.0,0.5789473684210527,0.7387279746648423,2.73097324298971,False
2025-07-01,Karnataka,Gulbarga,59,8,0,67,120.0,-53.0,-0.44166666666666665,0.8190244936501513,2.100491754942958,False
2025-08-01,Karnataka,Gulbarga,95,28,0,123,67.0,56.0,0.835820895522388,0.9314396202295838,4.6527418297267635,False
2025-09-01,Karnataka,Gulbarga,100,21,0,121,123.0,-2.0,-0.016260162601626018,0.0,0.05585162678023218,False
2025-10-01,Karnataka,Gulbarga,133,28,0,161,121.0,40.0,0.3305785123966942,0.6744907594765952,1.696606940606206,False
2025-11-01,Karnataka,Gulbarga,97,33,0,130,161.0,-31.0,-0.19254658385093168,0.4657198101147919,0.806842221467141,False
2025-12-01,Karnataka,Gulbarga,88,17,0,105,130.0,-25.0,-0.19230769230769232,0.36936398733242115,0.639817799846036,False
2025-01-01,Karnataka,Hasan,18,2,0,20,,,,,0.030445224377234237,False
2025-02-01,Karnataka,Hasan,39,2,0,41,20.0,21.0,1.05,1.281532443005531,5.938268614728759,False
2025-03-01,Karnataka,Hasan,19,0,0,19,41.0,-22.0,-0.5365853658536586,1.6187778227438285,3.2777768995290857,False
2025-04-01,Karnataka,Hasan,11,0,0,11,19.0,-8.0,-0.42105263157894735,0.6744907594765952,1.0027851926518538,False
2025-05-01,Karnataka,Hasan,18,1,0,19,11.0,8.0,0.7272727272727273,0.40469445568595713,1.2507780154143542,False
2025-06-01,Karnataka,Hasan,29,2,0,31,19.0,12.0,0.631578947368421,0.6744907594765952,1.9636898946270955,False
2025-07-01,Karnataka,Hasan,10,0,0,10,31.0,-21.0,-0.6774193548387096,1.551328746796169,3.0783578334923885,False
2025-08-01,Karnataka,Hasan,27,2,0,29,10.0,19.0,1.9,1.1466342911102119,8.48009857362862,False
2025-09-01,Karnataka,Hasan,31,0,0,31,29.0,2.0,0.06896551724137931,0.0,0.05855898594385745,False
2025-10-01,Karnataka,Hasan,31,2,0,33,31.0,2.0,0.06451612903225806,0.0,0.05801431830820137,False
2025-11-01,Karnataka,Hasan,29,2,0,31,33.0,-2.0,-0.06060606060606061,0.26979630379063807,0.20583534945091517,False
2025-12-01,Karnataka,Hasan,21,1,0,22,31.0,-9.0,-0.2903225806451613,0.7419398354242548,1.0304115986454971,False
2025-01-01,Karnataka,Hassan,48,5,0,53,,,,,0.039889840465642756,False
2025-02-01,Karnataka,Hassan,90,7,0,97,53.0,44.0,0.8301886792452831,1.2023530929800177,5.554385966962813,False
2025-03-01,Karnataka,Hassan,57,5,0,62,97.0,-35.0,-0.36082474226804123,1.114376037396114,2.318558369640012,False
2025-04-01,Karnataka,Hassan,39,3,0,42,62.0,-20.0,-0.3225806451612903,0.6744907594765953,1.230983645720169,False
2025-05-01,Karnataka,Hassan,42,3,0,45,42.0,3.0,0.07142857142857142,0.0,0.06563385251124164,False
2025-06-01,Karnataka,Hassan,57,6,1,64,45.0,19.0,0.4222222222222222,0.4692109631141532,1.2408558768945726,False
2025-07-01,Karnataka,Hassan,31,3,6,40,64.0,-24.0,-0.375,0.7917935002551336,1.5730762301125645,False
2025-08-01,Karnataka,Hassan,68,7,0,75,40.0,35.0,0.875,0.9384219262283064,4.384700245771248,False
2025-09-01,Karnataka,Hassan,58,2,0,60,75.0,-15.0,-0.2,0.5278623335034224,0.7743188571294259,False
2025-10-01,Karnataka,Hassan,72,5,0,77,60.0,17.0,0.2833333333333333,0.41055959272488407,0.8526711356006257,False
2025-11-01,Karnataka,Hassan,82,3,0,85,77.0,8.0,0.1038961038961039,0.14662842597317288,0.22399387012833658,False
2025-12-01,Karnataka,Hassan,54,3,0,57,85.0,-28.0,-0.32941176470588235,0.9090962410336719,1.7594622226928833,False
2025-01-01,Karnataka,Haveri,95,6,1,102,,,,,0.04634728988229637,False
2025-02-01,Karnataka,Haveri,150,18,3,171,102.0,69.0,0.6764705882352942,1.6978560497169466,7.185811407971293,False
2025-03-01,Karnataka,Haveri,73,8,3,84,171.0,-87.0,-0.5087719298245614,1.9304390702261174,5.491447091646982,False
2025-04-01,Karnataka,Haveri,65,7,0,72,84.0,-12.0,-0.14285714285714285,0.18606641640733662,0.2980722581456551,False
2025-05-01,Karnataka,Haveri,49,5,0,54,72.0,-18.0,-0.25,0.3256162287128391,0.5969551131230587,False
2025-06-01,Karnataka,Haveri,89,10,0,99,54.0,45.0,0.8333333333333334,1.1396568004949368,5.328241835930226,False
2025-07-01,Karnataka,Haveri,47,2,12,61,99.0,-38.0,-0.3838383838383838,0.7907822697311806,1.7787728552152688,False
2025-08-01,Karnataka,Haveri,134,8,1,143,61.0,82.0,1.3442622950819672,2.0002139763788684,15.07473518180867,False
2025-09-01,Karnataka,Haveri,128,10,1,139,143.0,-4.0,-0.027972027972027972,0.0,0.06323920023339179,False
2025-10-01,Karnataka,Haveri,143,8,2,153,139.0,14.0,0.10071942446043165,0.41864943691650736,0.5243619597508873,False
2025-11-01,Karnataka,Haveri,104,15,1,120,153.0,-33.0,-0.21568627450980393,0.6744907594765952,1.1725520968116334,False
2025-12-01,Karnataka,Haveri,104,10,4,118,120.0,-2.0,-0.016666666666666666,0.046516604101834155,0.08169244355929962,False
2025-01-01,Karnataka,Haveri *,0,1,0,1,,,,,0.006931471805599454,False
2025-02-01,Karnataka,Haveri *,7,1,0,8,1.0,7.0,7.0,5.395926075812762,85.73806532789149,True
2025-03-01,Karnataka,Haveri *,3,0,0,3,8.0,-5.0,-0.625,2.697963037906381,2.8121302770018333,False
2025-04-01,Karnataka,Haveri *,1,0,0,1,3.0,-2.0,-0.6666666666666666,0.6744907594765952,0.41157433283071504,False
2025-05-01,Karnataka,Haveri *,3,1,0,4,1.0,3.0,3.0,2.697963037906381,13.959758151467039,False
2025-06-01,Karnataka,Haveri *,3,0,0,3,4.0,-1.0,-0.25,0.0,0.04852030263919616,False
2025-07-01,Karnataka,Haveri *,1,0,0,1,3.0,-2.0,-0.6666666666666666,0.6744907594765952,0.41157433283071504,False
2025-08-01,Karnataka,Haveri *,5,0,0,5,1.0,4.0,4.0,3.3724537973829762,25.50938808896325,True
2025-09-01,Karnataka,Haveri *,5,0,0,5,5.0,0.0,0.0,0.6744907594765952,0.13877011521218174,False
2025-10-01,Karnataka,Haveri *,3,1,0,4,5.0,-1.0,-0.2,0.0,0.04828313737302302,False
2025-11-01,Karnataka,Haveri *,1,0,0,1,4.0,-3.0,-0.75,1.3489815189531904,0.8537038363639902,False
2025-12-01,Karnataka,Haveri *,1,0,0,1,1.0,0.0,0.0,0.6744907594765952,0.05368360863009327,False
2025-01-01,Karnataka,Kalaburagi,634,47,17,698,,,,,0.06549650742233812,False
2025-02-01,Karnataka,Kalaburagi,163,28,0,191,698.0,-507.0,-0.7263610315186246,7.965414683342648,35.04091432390322,False
2025-03-01,Karnataka,Kalaburagi,71,19,43,133,191.0,-58.0,-0.3036649214659686,0.7547872784619042,1.6899880622610568,False
2025-04-01,Karnataka,Kalaburagi,72,7,1,80,133.0,-53.0,-0.39849624060150374,0.6744907594765952,1.6966121462834485,False
2025-05-01,Karnataka,Kalaburagi,56,13,0,69,80.0,-11.0,-0.1375,0.0,0.1009017619986723,False
2025-06-01,Karnataka,Kalaburagi,101,25,0,126,69.0,57.0,0.8260869565217391,1.0920326582002018,5.3476235722671275,False
2025-07-01,Karnataka,Kalaburagi,51,5,0,56,126.0,-70.0,-0.5555555555555556,0.9474989240266456,2.7763379924181577,False
2025-08-01,Karnataka,Kalaburagi,104,20,0,124,56.0,68.0,1.2142857142857142,1.2686849999678815,8.685379057705372,False
2025-09-01,Karnataka,Kalaburagi,103,12,0,115,124.0,-9.0,-0.07258064516129033,0.032118607594123584,0.10838715440654852,False
2025-10-01,Karnataka,Kalaburagi,112,29,4,145,115.0,30.0,0.2608695652173913,0.6584314556795334,1.3639873654122716,False
2025-11-01,Karnataka,Kalaburagi,97,16,1,114,145.0,-31.0,-0.21379310344827587,0.3211860759412358,0.627115311315538,False
2025-12-01,Karnataka,Kalaburagi,88,17,2,107,114.0,-7.0,-0.06140350877192982,0.06423721518824717,0.12411610146977323,False
2025-01-01,Karnataka,Kodagu,12,1,1,14,,,,,0.027080502011022106,False
2025-02-01,Karnataka,Kodagu,27,3,1,31,14.0,17.0,1.2142857142857142,0.8093889113719143,4.142236651099476,False
2025-03-01,Karnataka,Kodagu,5,1,0,6,31.0,-25.0,-0.8064516129032258,2.023472278429786,3.7455362530690017,False
2025-04-01,Karnataka,Kodagu,12,0,0,12,6.0,6.0,1.0,0.06744907594765952,0.4724482397354251,False
2025-05-01,Karnataka,Kodagu,9,2,0,11,12.0,-1.0,-0.08333333333333333,0.40469445568595713,0.22992174499161458,False
2025-06-01,Karnataka,Kodagu,12,2,2,16,11.0,5.0,0.45454545454545453,0.0,0.1571145581703902,False
2025-07-01,Karnataka,Kodagu,9,0,5,14,16.0,-2.0,-0.125,0.47214353163361666,0.3486135163274425,False
2025-08-01,Karnataka,Kodagu,16,4,0,20,14.0,6.0,0.42857142857142855,0.06744907594765952,0.2694670192750287,False
2025-09-01,Karnataka,Kodagu,33,2,0,35,20.0,15.0,0.75,0.6744907594765952,2.3590919586070895,False
2025-10-01,Karnataka,Kodagu,35,2,13,50,35.0,15.0,0.42857142857142855,0.6744907594765952,1.6095859565067667,False
2025-11-01,Karnataka,Kodagu,39,1,5,45,50.0,-5.0,-0.1,0.6744907594765952,0.5930494765860743,False
2025-12-01,Karnataka,Kodagu,15,2,0,17,45.0,-28.0,-0.6222222222222222,2.225819506272764,4.855126621868465,False
2025-01-01,Karnataka,Kolar,107,11,3,121,,,,,0.048040210447332574,False
2025-02-01,Karnataka,Kolar,172,15,1,188,121.0,67.0,0.5537190082644629,1.9485288607101638,7.019549754003972,False
2025-03-01,Karnataka,Kolar,74,11,0,85,188.0,-103.0,-0.5478723404255319,2.2982648100683982,6.921028683839056,False
2025-04-01,Karnataka,Kolar,61,7,0,68,85.0,-17.0,-0.2,0.14988683543924336,0.3174142426039576,False
2025-05-01,Karnataka,Kolar,77,7,0,84,68.0,16.0,0.23529411764705882,0.6744907594765952,1.1536774335679036,False
2025-06-01,Karnataka,Kolar,118,10,0,128,84.0,44.0,0.5238095238095238,1.3739626581930642,4.468461158527071,False
2025-07-01,Karnataka,Kolar,46,9,0,55,128.0,-73.0,-0.5703125,1.5488306328721815,4.448946628756949,False
2025-08-01,Karnataka,Kolar,124,15,0,139,55.0,84.0,1.5272727272727273,2.37320822778802,19.88805650009704,False
2025-09-01,Karnataka,Kolar,105,8,1,114,139.0,-25.0,-0.17985611510791366,0.34973594935823454,0.5972035899616156,False
2025-10-01,Karnataka,Kolar,90,9,4,103,114.0,-11.0,-0.09649122807017543,0.0,0.09125820714102346,False
2025-11-01,Karnataka,Kolar,111,4,0,115,103.0,12.0,0.11650485436893204,0.5745662025170996,0.6942469089599858,False
2025-12-01,Karnataka,Kolar,84,6,0,90,115.0,-25.0,-0.21739130434782608,0.34973594935823454,0.643890368820448,False
2025-01-01,Karnataka,Koppal,93,20,2,115,,,,,0.047535901911063654,False
2025-02-01,Karnataka,Koppal,186,29,1,216,115.0,101.0,0.8782608695652174,1.466284259731729,8.24326487982666,False
2025-03-01,Karnataka,Koppal,85,16,1,102,216.0,-114.0,-0.5277777777777778,1.6862268986914881,5.197169818455937,False
2025-04-01,Karnataka,Koppal,77,19,3,99,102.0,-3.0,-0.029411764705882353,0.05865137038926915,0.094550378467188,False
2025-05-01,Karnataka,Koppal,99,9,0,108,99.0,9.0,0.09090909090909091,0.1173027407785383,0.19462088916212428,False
2025-06-01,Karnataka,Koppal,136,19,0,155,108.0,47.0,0.4351851851851852,0.6744907594765953,2.093145017283924,False
2025-07-01,Karnataka,Koppal,45,7,0,52,155.0,-103.0,-0.6645161290322581,1.524935630120998,4.9322519476708795,False
2025-08-01,Karnataka,Koppal,148,32,0,180,52.0,128.0,2.4615384615384617,1.8621810098592957,26.128696826679928,False
2025-09-01,Karnataka,Koppal,124,33,2,159,180.0,-21.0,-0.11666666666666667,0.32258253714098034,0.46468062924247894,False
2025-10-01,Karnataka,Koppal,128,26,6,160,159.0,1.0,0.006289308176100629,0.0,0.05400989545172166,False
2025-11-01,Karnataka,Koppal,138,32,1,171,160.0,11.0,0.06875,0.14662842597317288,0.21423124021310488,False
2025-12-01,Karnataka,Koppal,80,15,0,95,171.0,-76.0,-0.4444444444444444,1.1290388799934312,3.0542034229771327,False
2025-01-01,Karnataka,Mandya,72,8,0,80,,,,,0.0439444915467244,False
2025-02-01,Karnataka,Mandya,127,3,0,130,80.0,50.0,0.625,1.106856630935951,4.265656557054219,False
2025-03-01,Karnataka,Mandya,63,6,0,69,130.0,-61.0,-0.46923076923076923,0.8128478383435891,2.207607674199352,False
2025-04-01,Karnataka,Mandya,53,2,0,55,69.0,-14.0,-0.2028985507246377,0.0,0.12192731932806468,False
2025-05-01,Karnataka,Mandya,67,2,0,69,55.0,14.0,0.2545454545454545,0.4842497760344786,0.8800464850216777,False
2025-06-01,Karnataka,Mandya,91,3,0,94,69.0,25.0,0.36231884057971014,0.6744907594765952,1.630568764602927,False
2025-07-01,Karnataka,Mandya,31,2,0,33,94.0,-61.0,-0.648936170212766,0.8128478383435891,2.4108484359677487,False
2025-08-01,Karnataka,Mandya,95,5,0,100,33.0,67.0,2.0303030303030303,1.4008654235283131,14.755916335841349,False
2025-09-01,Karnataka,Mandya,56,6,0,62,100.0,-38.0,-0.38,0.41507123660098166,1.024324572924939,False
2025-10-01,Karnataka,Mandya,113,4,12,129,62.0,67.0,1.0806451612903225,1.4008654235283131,8.625219937273975,False
2025-11-01,Karnataka,Mandya,100,4,0,104,129.0,-25.0,-0.1937984496124031,0.1902409834421166,0.39685414028263377,False
2025-12-01,Karnataka,Mandya,54,2,0,56,104.0,-48.0,-0.46153846153846156,0.588017585184724,1.5620261308874628,False
2025-01-01,Karnataka,Mysore,67,9,0,76,,,,,0.04343805421853685,False
2025-02-01,Karnataka,Mysore,106,11,1,118,76.0,42.0,0.5526315789473685,1.1990946835139469,4.051885296305085,False
2025-03-01,Karnataka,Mysore,44,5,0,49,118.0,-69.0,-0.5847457627118644,1.5738117721120555,4.483708515831459,False
2025-04-01,Karnataka,Mysore,36,4,0,40,49.0,-9.0,-0.1836734693877551,0.07494341771962168,0.1842927214537439,False
2025-05-01,Karnataka,Mysore,40,6,0,46,40.0,6.0,0.15,0.2997736708784867,0.38479691003990796,False
2025-06-01,Karnataka,Mysore,63,10,0,73,46.0,27.0,0.5869565217391305,0.8243775949158385,2.7331123982449177,False
2025-07-01,Karnataka,Mysore,38,2,0,40,73.0,-33.0,-0.4520547945205479,0.6744907594765952,1.5877798381864303,False
2025-08-01,Karnataka,Mysore,66,11,0,77,40.0,37.0,0.925,1.0741889873145776,5.243489513366013,False
2025-09-01,Karnataka,Mysore,52,5,0,57,77.0,-20.0,-0.2597402597402597,0.34973594935823454,0.6569314704275053,False
2025-10-01,Karnataka,Mysore,82,6,0,88,57.0,31.0,0.543859649122807,0.9243021518753342,2.960286316751622,False
2025-11-01,Karnataka,Mysore,80,2,0,82,88.0,-6.0,-0.06818181818181818,0.0,0.07431686476748825,False
2025-12-01,Karnataka,Mysore,53,3,0,56,82.0,-26.0,-0.3170731707317073,0.4996227847974779,1.0111128485632817,False
2025-01-01,Karnataka,Mysuru,899,171,104,1174,,,,,0.07069023426578261,False
2025-02-01,Karnataka,Mysuru,112,10,1,123,1174.0,-1051.0,-0.8952299829642248,24.351442247310178,117.3006285800478,False
2025-03-01,Karnataka,Mysuru,56,16,6,78,123.0,-45.0,-0.36585365853658536,0.9535903840876001,2.1446077416002693,False
2025-04-01,Karnataka,Mysuru,53,22,6,81,78.0,3.0,0.038461538461538464,0.16280811435641954,0.16035529512069124,False
2025-05-01,Karnataka,Mysuru,57,2,20,79,81.0,-2.0,-0.024691358024691357,0.046516604101834155,0.08005679731014417,False
2025-06-01,Karnataka,Mysuru,63,8,4,75,79.0,-4.0,-0.05063291139240506,0.0,0.06523509715114853,False
2025-07-01,Karnataka,Mysuru,28,1,1,30,75.0,-45.0,-0.6,0.9535903840876001,2.532611128407787,False
2025-08-01,Karnataka,Mysuru,69,21,8,98,30.0,68.0,2.2666666666666666,1.6745977476660294,19.298958095920188,False
2025-09-01,Karnataka,Mysuru,71,18,2,91,98.0,-7.0,-0.07142857142857142,0.06977490615275123,0.13160335393904285,False
2025-10-01,Karnataka,Mysuru,88,24,4,116,91.0,25.0,0.27472527472527475,0.6744907594765952,1.382084132159028,False
2025-11-01,Karnataka,Mysuru,74,6,1,81,116.0,-35.0,-0.3017241379310345,0.7210073635784294,1.4534174235100548,False
2025-12-01,Karnataka,Mysuru,58,9,13,80,81.0,-1.0,-0.012345679012345678,0.06977490615275123,0.08381742536704578,False
2025-01-01,Karnataka,Raichur,424,175,13,612,,,,,0.06418364935936213,False
2025-02-01,Karnataka,Raichur,308,76,10,394,612.0,-218.0,-0.3562091503267974,1.4898092599428092,4.3363993407318135,False
2025-03-01,Karnataka,Raichur,102,37,3,142,394.0,-252.0,-0.6395939086294417,1.7418167964505482,6.760369503329247,False
2025-04-01,Karnataka,Raichur,86,38,1,125,142.0,-17.0,-0.11971830985915492,0.0,0.10626196865977895,False
2025-05-01,Karnataka,Raichur,156,50,1,207,125.0,82.0,0.656,0.7337866504195926,3.3644782057026568,False
2025-06-01,Karnataka,Raichur,182,51,0,233,207.0,26.0,0.12560386473429952,0.31871541381861096,0.5153304477779227,False
2025-07-01,Karnataka,Raichur,88,25,1,114,233.0,-119.0,-0.5107296137339056,0.7560226095232166,2.4806427239240865,False
2025-08-01,Karnataka,Raichur,169,63,0,232,114.0,118.0,1.0350877192982457,1.0006181596630808,6.809972291978002,False
2025-09-01,Karnataka,Raichur,161,62,2,225,232.0,-7.0,-0.03017241379310345,0.07411986367874673,0.1228596940396673,False
2025-10-01,Karnataka,Raichur,226,67,6,299,225.0,74.0,0.3288888888888889,0.6744907594765952,1.8946281697607876,False
2025-11-01,Karnataka,Raichur,179,74,0,253,299.0,-46.0,-0.15384615384615385,0.21494760466836552,0.4427001184638698,False
2025-12-01,Karnataka,Raichur,163,50,5,218,253.0,-35.0,-0.1383399209486166,0.1334157546217441,0.2998064148020053,False
2025-01-01,Karnataka,Ramanagar,57,44,0,101,,,,,0.04624972813284271,False
2025-02-01,Karnataka,Ramanagar,75,19,2,96,101.0,-5.0,-0.04950495049504951,0.0,0.06839419383703078,False
2025-03-01,Karnataka,Ramanagar,48,29,3,80,96.0,-16.0,-0.16666666666666666,0.26497851265151956,0.4277012043720198,False
2025-04-01,Karnataka,Ramanagar,19,36,0,55,80.0,-25.0,-0.3125,0.4817791139118537,0.9660195351755343,False
2025-05-01,Karnataka,Ramanagar,45,3,0,48,55.0,-7.0,-0.12727272727272726,0.04817791139118537,0.1310640462008757,False
2025-06-01,Karnataka,Ramanagar,60,6,5,71,48.0,23.0,0.4791666666666667,0.6744907594765952,1.918338067857062,False
2025-07-01,Karnataka,Ramanagar,24,0,0,24,71.0,-47.0,-0.6619718309859155,1.0117361392148927,2.7267471196390978,False
2025-08-01,Karnataka,Ramanagar,71,4,0,75,24.0,51.0,2.125,1.3489815189531904,13.962214476236221,False
2025-09-01,Karnataka,Ramanagar,98,4,1,103,75.0,28.0,0.37333333333333335,0.7949355379545586,1.9673770880893213,False
2025-10-01,Karnataka,Ramanagar,108,4,0,112,103.0,9.0,0.08737864077669903,0.3372453797382976,0.3873169873969654,False
2025-11-01,Karnataka,Ramanagar,141,27,0,168,112.0,56.0,0.5,1.4694262974311538,4.830598767815132,False
2025-12-01,Karnataka,Ramanagar,47,40,0,87,168.0,-81.0,-0.48214285714285715,1.830760632865044,5.032430367214002,False
2025-01-01,Karnataka,Ramanagara,168,24,12,204,,,,0.0,0.05323009979138409,False
2025-01-01,Karnataka,Shimoga,37,5,0,42,,,,,0.03761200115693563,False
2025-02-01,Karnataka,Shimoga,79,8,0,87,42.0,45.0,1.0714285714285714,1.8885741265344667,10.429833198489032,False
2025-03-01,Karnataka,Shimoga,33,3,0,36,87.0,-51.0,-0.5862068965517241,2.428166734115743,6.264384505957196,False
2025-04-01,Karnataka,Shimoga,37,2,0,39,36.0,3.0,0.08333333333333333,0.0,0.06762945665875551,False
2025-05-01,Karnataka,Shimoga,50,7,0,57,39.0,18.0,0.46153846153846156,0.6744907594765952,1.7659124472816583,False
2025-06-01,Karnataka,Shimoga,52,5,0,57,57.0,0.0,0.0,0.13489815189531906,0.09537905590536194,False
2025-07-01,Karnataka,Shimoga,22,1,0,23,57.0,-34.0,-0.5964912280701754,1.6637438733756016,3.9040234563088054,False
2025-08-01,Karnataka,Shimoga,54,3,0,57,23.0,34.0,1.4782608695652173,1.3939475695849635,9.573870847986953,False
2025-09-01,Karnataka,Shimoga,66,3,0,69,57.0,12.0,0.21052631578947367,0.40469445568595713,0.6658280401397806,False
2025-10-01,Karnataka,Shimoga,77,5,0,82,69.0,13.0,0.18840579710144928,0.4496605063177302,0.7004979289825308,False
2025-11-01,Karnataka,Shimoga,65,7,0,72,82.0,-10.0,-0.12195121951219512,0.5845586582130492,0.6518865253454993,False
2025-12-01,Karnataka,Shimoga,42,3,0,45,72.0,-27.0,-0.375,1.3489815189531904,2.635124547450621,False
2025-01-01,Karnataka,Shivamogga,38,6,0,44,,,,,0.038066624897703204,False
2025-02-01,Karnataka,Shivamogga,96,15,0,111,44.0,67.0,1.5227272727272727,1.0755393191653817,9.00091272445552,False
2025-03-01,Karnataka,Shivamogga,52,4,0,56,111.0,-55.0,-0.4954954954954955,1.1484572391087973,3.005809142412618,False
2025-04-01,Karnataka,Shivamogga,22,1,0,23,56.0,-33.0,-0.5892857142857143,0.747408679420011,1.8563225253702358,False
2025-05-01,Karnataka,Shivamogga,33,4,0,37,23.0,14.0,0.6086956521739131,0.10937687991512356,0.5397613469956059,False
2025-06-01,Karnataka,Shivamogga,30,8,15,53,37.0,16.0,0.43243243243243246,0.1458358398868314,0.5221220079630082,False
2025-07-01,Karnataka,Shivamogga,17,1,0,18,53.0,-35.0,-0.660377358490566,0.7838676393917188,1.9788777640171091,False
2025-08-01,Karnataka,Shivamogga,55,12,0,67,18.0,49.0,2.7222222222222223,0.747408679420011,10.091271698560499,False
2025-09-01,Karnataka,Shivamogga,49,4,0,53,67.0,-14.0,-0.208955223880597,0.4010485596887864,0.6175009928486318,False
2025-10-01,Karnataka,Shivamogga,63,8,0,71,53.0,18.0,0.33962264150943394,0.18229479985853925,0.5307478891097319,False
2025-11-01,Karnataka,Shivamogga,60,13,6,79,71.0,8.0,0.11267605633802817,0.0,0.09319521434306424,False
2025-12-01,Karnataka,Shivamogga,45,5,0,50,79.0,-29.0,-0.3670886075949367,0.6744907594765952,1.4223607682712893,False
2025-01-01,Karnataka,Tumakuru,71,0,1,72,,,,,0.04290459441148392,False
2025-02-01,Karnataka,Tumakuru,103,6,2,111,72.0,39.0,0.5416666666666666,1.0277954430119547,3.414630145146514,False
2025-03-01,Karnataka,Tumakuru,48,3,2,53,111.0,-58.0,-0.5225225225225225,2.087709493618033,5.432591120337516,False
2025-04-01,Karnataka,Tumakuru,35,2,2,39,53.0,-14.0,-0.2641509433962264,0.6744907594765952,1.0403803559558904,False
2025-05-01,Karnataka,Tumakuru,40,6,0,46,39.0,7.0,0.1794871794871795,0.0,0.10760668938112727,False
2025-06-01,Karnataka,Tumakuru,44,6,3,53,46.0,7.0,0.15217391304347827,0.0,0.10059177160901214,False
2025-07-01,Karnataka,Tumakuru,17,1,0,18,53.0,-35.0,-0.660377358490566,1.3489815189531904,3.244102601495322,False
2025-08-01,Karnataka,Tumakuru,75,3,0,78,18.0,60.0,3.3333333333333335,1.7022862024885497,27.037484814347913,False
2025-09-01,Karnataka,Tumakuru,79,8,2,89,78.0,11.0,0.14102564102564102,0.12847443037649434,0.24779640106601722,False
2025-10-01,Karnataka,Tumakuru,80,6,0,86,89.0,-3.0,-0.033707865168539325,0.3211860759412358,0.2515015950620421,False
2025-11-01,Karnataka,Tumakuru,101,7,0,108,86.0,22.0,0.2558139534883721,0.4817791139118537,0.9711330621819881,False
2025-12-01,Karnataka,Tumakuru,64,5,5,74,108.0,-34.0,-0.3148148148148148,1.3168629113590669,2.537542011740596,False
