state,district,pincode,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score
Himachal Pradesh,Bilaspur,174029,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Thanjavur,612501,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Andhra Pradesh,Prakasam,523155,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Dindigul,624615,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Orissa,Balangir,767035,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Odisha,Baleswar,756001,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
West Bengal,Murshidabad,731241,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Andhra Pradesh,Visakhapatnam,531002,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Puducherry,Karaikal,609605,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Maharashtra,Amravati,444723,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Villupuram,605758,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Vellore,632514,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Maharashtra,Ahmadnagar,414006,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Himachal Pradesh,Kullu,175126,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Karnataka,Udupi,576212,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Andhra Pradesh,Nellore,524134,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Nagapattinam,609204,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Karnataka,Tumakuru,572120,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
West Bengal,South 24 Parganas,700151,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Andhra Pradesh,Nellore,524308,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Karnataka,Hassan,573120,9,1.8888888888888888,1.0540925533894598,0.5580489988532434,4,2.1176470588235294,0,0.0,0.0,0.12252620266053703,0.0,0.11815568189946382,0.0,6.038899717805387
Tamil Nadu,Nagapattinam,611106,9,1.8888888888888888,1.0540925533894596,0.5580489988532433,4,2.1176470588235294,0,0.0,0.0,0.12252620266053697,0.0,0.11815568189946382,0.0,6.038899717805386
Punjab,Shaheed Bhagat Singh Nagar,144525,9,1.8888888888888888,1.0540925533894596,0.5580489988532433,4,2.1176470588235294,0,0.0,0.0,0.12252620266053697,0.0,0.11815568189946382,0.0,6.038899717805386
Jammu and Kashmir,Kulgam,192231,12,22.0,12.195379154715638,0.5543354161234381,47,2.1363636363636362,0,0.0,0.0,0.12064500318261277,0.0,0.1209753061266101,0.0,6.038856218010586
Uttar Pradesh,Mirzapur,231301,12,17.333333333333332,9.613752775282004,0.5546395831893464,37,2.1346153846153846,0,0.0,0.0,0.12079908590197592,0.0,0.12071193463286567,0.0,6.038211269716591
Uttar Pradesh,Auraiya,206248,12,6.916666666666667,3.9876703915337774,0.5765306590169317,14,2.0240963855421685,0,0.0,0.0,0.13188850639274066,0.0,0.10406241381747956,0.0,6.037903468131811
Uttar Pradesh,Sambhal,244412,12,8.0,4.451761653343743,0.5564702066679679,17,2.125,0,0.0,0.0,0.12172642970520368,0.0,0.1192633914172713,0.0,6.037060719501537
Chhattisgarh,Rajnandgaon,491444,12,8.666666666666666,4.905161165609757,0.5659801344934335,18,2.076923076923077,0,0.0,0.0,0.12654389913082786,0.0,0.11202067533929938,0.0,6.0367304807108235
Maharashtra,Aurangabad,431107,12,8.416666666666666,4.66043956829149,0.5537155922722562,18,2.1386138613861387,0,0.0,0.0,0.12033101736619622,0.0,0.12131429913836039,0.0,6.036216503753095
Uttar Pradesh,Baghpat,250626,11,4.545454545454546,2.6594599588501557,0.5850811909470343,9,1.9799999999999998,0,0.0,0.0,0.13621997208859893,0.0,0.09741935972610788,0.0,6.0349863571801245
West Bengal,Hooghly,712502,12,6.083333333333333,3.36987545853858,0.5539521301707255,13,2.136986301369863,0,0.0,0.0,0.12045084099838259,0.0,0.12106910967232733,0.0,6.034907423398024
Bihar,Madhepura,852113,12,12.5,7.064636643811974,0.5651709315049579,26,2.08,0,0.0,0.0,0.12613397902126972,0.0,0.11248420916828956,0.0,6.033703554003883
Tamil Nadu,Tiruppur,638111,11,4.0,2.32379000772445,0.5809475019311126,8,2.0,0,0.0,0.0,0.13412595825224616,0.0,0.10043232961454425,0.0,6.0324253398582695
Maharashtra,Latur,413524,11,4.0,2.32379000772445,0.5809475019311126,8,2.0,0,0.0,0.0,0.13412595825224616,0.0,0.10043232961454425,0.0,6.0324253398582695
Maharashtra,Yavatmal,445207,11,4.0,2.32379000772445,0.5809475019311126,8,2.0,0,0.0,0.0,0.13412595825224616,0.0,0.10043232961454425,0.0,6.0324253398582695
Uttar Pradesh,Ambedkar Nagar,224129,12,17.583333333333332,9.848473193466297,0.5601027408606426,37,2.104265402843602,0,0.0,0.0,0.12356657221016408,0.0,0.11613975557321704,0.0,6.029792277769263
Odisha,Balangir,767032,12,7.416666666666667,4.273774855458757,0.5762393063539897,15,2.0224719101123596,0,0.0,0.0,0.1317409150995619,0.0,0.10381768903975361,0.0,6.02858123378193
Andhra Pradesh,East Godavari,533450,11,6.636363636363637,3.9057067804106156,0.5885311586920106,13,1.958904109589041,0,0.0,0.0,0.13796763142270108,0.0,0.0942412955972093,0.0,6.023854854625219
Tamil Nadu,Coimbatore,641049,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Tamil Nadu,Namakkal,638007,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Punjab,Kapurthala,144819,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
West Bengal,Dakshin Dinajpur,733149,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Tamil Nadu,Villupuram,605202,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Kerala,Idukki,685565,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Madhya Pradesh,Maihar,485772,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Tamil Nadu,Tiruchirappalli,620025,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Jharkhand,Garhwa,822129,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Puducherry,Puducherry,605106,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
West Bengal,Paschim Bardhaman,713302,9,2.111111111111111,1.2692955176439846,0.6012452451997822,4,1.894736842105263,0,0.0,0.0,0.14440824003193956,0.0,0.0845745933596162,0.0,6.02373906815051
Uttar Pradesh,Shahjahanpur,242407,12,11.916666666666666,6.287915297447857,0.5276572277578622,27,2.265734265734266,0,0.0,0.0,0.10713056236445531,0.0,0.14046479666369827,0.0,6.023212804207625
Andhra Pradesh,Kurnool,518222,12,9.083333333333334,4.907477288111819,0.5402727289664387,20,2.201834862385321,0,0.0,0.0,0.11352123035654038,0.0,0.1308384477547273,0.0,6.022405865790758
Chhattisgarh,Gariyaband,493996,12,6.583333333333333,3.6545944516540554,0.5551282711373249,14,2.126582278481013,0,0.0,0.0,0.1210466418552139,0.0,0.11950175928819193,0.0,6.021434441420255
Tamil Nadu,Viluppuram,605502,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
Andhra Pradesh,East Godavari,533221,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
Tamil Nadu,Namakkal,637208,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
Tamil Nadu,Nagapattinam,609109,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
Himachal Pradesh,Una,177210,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
Telangana,Mahabubnagar,509153,10,1.3,0.6749485577105528,0.5191911982388868,3,2.3076923076923075,0,0.0,0.0,0.1028419032796953,0.0,0.14678571251356465,0.0,6.020971348662152
West Bengal,Hooghly,712148,12,8.166666666666666,4.40729422937049,0.539668681147407,18,2.2040816326530615,0,0.0,0.0,0.11321523624667887,0.0,0.13117692031287415,0.0,6.0199954936578495
Karnataka,Haveri *,581115,6,1.6666666666666667,1.0327955589886446,0.6196773353931867,3,1.7999999999999998,0,0.0,0.0,0.15374543297248908,0.0,0.07030263073018095,0.0,6.018415603778291
Kerala,Thrissur,680505,6,1.6666666666666667,1.0327955589886446,0.6196773353931867,3,1.7999999999999998,0,0.0,0.0,0.15374543297248908,0.0,0.07030263073018095,0.0,6.018415603778291
Maharashtra,Yavatmal,445307,6,1.6666666666666667,1.0327955589886446,0.6196773353931867,3,1.7999999999999998,0,0.0,0.0,0.15374543297248908,0.0,0.07030263073018095,0.0,6.018415603778291
Jharkhand,Dhanbad,828112,6,1.6666666666666667,1.0327955589886446,0.6196773353931867,3,1.7999999999999998,0,0.0,0.0,0.15374543297248908,0.0,0.07030263073018095,0.0,6.018415603778291
Andhra Pradesh,Ananthapuramu,515521,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Andhra Pradesh,Sri Potti Sriramulu Nellore,523292,6,3.3333333333333335,2.065591117977289,0.6196773353931866,6,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Tamil Nadu,Sivaganga,630210,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Himachal Pradesh,Una,177209,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Maharashtra,Sangli,416420,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Odisha,Kendujhar,758040,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Kerala,Alappuzha,688002,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Telangana,Khammam,507119,6,1.6666666666666667,1.0327955589886444,0.6196773353931866,3,1.7999999999999998,0,0.0,0.0,0.15374543297248902,0.0,0.07030263073018095,0.0,6.018415603778289
Gujarat,Dahod,389190,11,13.727272727272727,8.050973967054036,0.5864947923019497,27,1.966887417218543,0,0.0,0.0,0.1369360638857512,0.0,0.09544396887210001,0.0,6.0169612940145365
Uttar Pradesh,Jaunpur,222170,12,7.0,3.861229196653691,0.5516041709505273,15,2.142857142857143,0,0.0,0.0,0.11926142905293875,0.0,0.12195354310337515,0.0,6.016913733655666
Kerala,Palakkad,678686,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Andhra Pradesh,Krishna,521125,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Telangana,Sangareddy,502257,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Telangana,Medak,502375,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Punjab,Sangrur,148023,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Maharashtra,Raigarh,402202,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Kerala,Alappuzha,690559,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Himachal Pradesh,Bilaspur,174033,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Gujarat,Rajkot,360020,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Andhra Pradesh,Guntur,522435,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Andhra Pradesh,Sri Sathya Sai,515231,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Tamil Nadu,Tiruppur,642128,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Himachal Pradesh,Kangra,176027,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Andhra Pradesh,Ananthapur,515765,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Tamil Nadu,The Nilgiris,643002,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Andhra Pradesh,Ananthapur,515761,9,1.3333333333333333,0.7071067811865476,0.5303300858899107,3,2.25,0,0.0,0.0,0.1084845592155875,0.0,0.13809445321999833,0.0,6.0164258408675915
Kerala,Thrissur,680542,9,1.3333333333333333,0.7071067811865475,0.5303300858899106,3,2.25,0,0.0,0.0,0.10848455921558744,0.0,0.13809445321999833,0.0,6.01642584086759
Rajasthan,Bikaner,334302,12,10.333333333333334,5.72607009980482,0.5541358161101438,22,2.129032258064516,0,0.0,0.0,0.12054389127313811,0.0,0.11987084502381086,0.0,6.01373363867036
Uttar Pradesh,Banda,210203,12,19.0,10.617310051386495,0.5588057921782366,40,2.1052631578947367,0,0.0,0.0,0.12290957346750657,0.0,0.11629006586947227,0.0,6.013088521414643
Tripura,North Tripura,799260,11,5.0,2.898275349237887,0.5796550698475774,10,2.0,0,0.0,0.0,0.1334712474950884,0.0,0.10043232961454425,0.0,6.012784017143537
Telangana,Jogulamba Gadwal,509128,11,6.2727272727272725,3.7440862460928725,0.5968833145945159,12,1.9130434782608696,0,0.0,0.0,0.14219860524677383,0.0,0.08733246053438631,0.0,6.012607368090942
West Bengal,Kolkata,700038,11,1.8181818181818181,0.9816498172140428,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Maharashtra,Kolhapur,416004,11,1.8181818181818181,0.9816498172140428,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Tamil Nadu,Virudhunagar,626119,11,1.8181818181818181,0.9816498172140428,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Andhra Pradesh,Cuddapah,516502,11,1.8181818181818181,0.9816498172140428,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Gujarat,Sabarkantha,383276,11,1.8181818181818181,0.9816498172140428,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Punjab,Rupnagar,140113,11,1.8181818181818181,0.9816498172140429,0.5399073994677236,4,2.2,0,0.0,0.0,0.11333616442095819,0.0,0.13056202849890755,0.0,6.011325502606897
Karnataka,Vijayanagara,583201,11,3.909090909090909,2.4271195048676715,0.6208910361289393,7,1.7906976744186047,0,0.0,0.0,0.15436026058145247,0.0,0.06890124938672224,0.0,6.008832805178018
Odisha,Nayagarh,752080,11,5.454545454545454,3.142089634737888,0.5760497663686128,11,2.0166666666666666,0,0.0,0.0,0.13164489932517914,0.0,0.10294313785490784,0.0,6.008209736853532
Uttar Pradesh,Ghazipur,232327,12,4.666666666666667,2.570225788926064,0.550762669055585,10,2.142857142857143,0,0.0,0.0,0.1188351472004484,0.0,0.12195354310337515,0.0,6.004125278080955
West Bengal,Birbhum,731213,12,9.333333333333334,4.942088872556059,0.5295095220595778,21,2.25,0,0.0,0.0,0.108068884014161,0.0,0.13809445321999833,0.0,6.003955584824797
Karnataka,Belagavi,590005,10,2.4,1.349897115421106,0.5624571314254608,5,2.0833333333333335,0,0.0,0.0,0.12475924209895312,0.0,0.1129863708163623,0.0,6.002504679295839
West Bengal,Barddhaman,713154,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Gujarat,Sabarkantha,383410,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Tamil Nadu,Salem,636602,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Jharkhand,Lohardaga,835214,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Tamil Nadu,Nagapattinam,609118,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Andhra Pradesh,East Godavari,533287,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Odisha,Mayurbhanj,757055,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Odisha,Baleswar,756060,10,2.4,1.3498971154211057,0.5624571314254607,5,2.0833333333333335,0,0.0,0.0,0.12475924209895306,0.0,0.1129863708163623,0.0,6.002504679295837
Tamil Nadu,Salem,636306,12,3.9166666666666665,2.2343733444579583,0.5704783007126702,8,2.042553191489362,0,0.0,0.0,0.1288225471532157,0.0,0.10684290384525988,0.0,6.001534491501668
Uttar Pradesh,Hardoi,241126,12,7.833333333333333,4.468746688915917,0.5704783007126702,16,2.042553191489362,0,0.0,0.0,0.1288225471532157,0.0,0.10684290384525988,0.0,6.001534491501668
Telangana,Medak,502257,12,3.9166666666666665,2.2343733444579583,0.5704783007126702,8,2.042553191489362,0,0.0,0.0,0.1288225471532157,0.0,0.10684290384525988,0.0,6.001534491501668
Uttar Pradesh,Allahabad,211011,12,9.75,5.545268253204709,0.5687454618671496,20,2.051282051282051,0,0.0,0.0,0.127944738371589,0.0,0.10815789343104762,0.0,6.001500019768622
Madhya Pradesh,Agar Malwa,465445,12,11.333333333333334,6.692374674798086,0.5905036477763017,22,1.9411764705882353,0,0.0,0.0,0.13896684046301624,0.0,0.09157065347208446,0.0,6.000418283332176
West Bengal,Malda,732202,12,13.833333333333334,7.346407078953424,0.5310655719725367,31,2.2409638554216866,0,0.0,0.0,0.10885713635613474,0.0,0.13673317164389756,0.0,6.000377523561993
Rajasthan,Pali,306308,9,3.3333333333333335,2.0615528128088303,0.618465843842649,6,1.7999999999999998,0,0.0,0.0,0.15313172447635426,0.0,0.07030263073018095,0.0,6.000004348894247
Uttar Pradesh,Varanasi,221305,12,3.6666666666666665,2.188122205883115,0.5967606016044859,7,1.9090909090909092,0,0.0,0.0,0.14213644220111812,0.0,0.08673701193983369,0.0,5.998833504830217
Maharashtra,Nanded,431716,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Uttar Pradesh,Sonbhadra,231215,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Karnataka,Haveri,581210,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Kerala,Kannur,670511,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Maharashtra,Nashik,422207,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Tamil Nadu,Madurai,625221,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Rajasthan,Karauli,321610,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Andhra Pradesh,East Godavari,533343,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Karnataka,Bangalore,560057,10,2.3,1.2516655570345725,0.544202416101988,5,2.173913043478261,0,0.0,0.0,0.11551190241790804,0.0,0.1266320677748602,0.0,5.997998428034445
Tamil Nadu,Cuddalore,608002,10,3.5,2.223610677354389,0.6353173363869683,6,1.7142857142857142,0,0.0,0.0,0.1616682298629676,0.0,0.05738990263688242,0.0,5.9978449486266765
West Bengal,South 24 Parganas,743372,12,24.0,13.094065276091511,0.5455860531704796,52,2.1666666666666665,0,0.0,0.0,0.11621281512681095,0.0,0.12554041201818028,0.0,5.997192694167934
Punjab,Hoshiarpur,144205,11,8.727272727272727,5.139862042718834,0.5889425257281997,17,1.9479166666666667,0,0.0,0.0,0.13817601871605617,0.0,0.09258605386340799,0.0,5.997001638749845
Telangana,Hyderabad,500034,12,6.416666666666667,3.679385653594739,0.5734107512095697,13,2.0259740259740258,0,0.0,0.0,0.13030804639887145,0.0,0.10434527752160438,0.0,5.996146942398231
Telangana,Medak,502220,12,9.0,4.6122366887148445,0.5124707431905383,21,2.3333333333333335,0,0.0,0.0,0.09943750449603625,0.0,0.15064849442181638,0.0,5.996095023317414
Jammu and Kashmir,Reasi,182315,11,13.454545454545455,7.567874686642695,0.5624771726558759,28,2.081081081081081,0,0.0,0.0,0.1247693944383345,0.0,0.11264707240550234,0.0,5.996023281260081
Tamil Nadu,Chennai,600039,12,9.833333333333334,5.424411712272809,0.5516350893836754,21,2.135593220338983,0,0.0,0.0,0.11927709148583132,0.0,0.12085924411241766,0.0,5.995497626823293
Gujarat,Junagadh,362260,11,3.8181818181818183,2.1362669223756576,0.559498479669815,8,2.0952380952380953,0,0.0,0.0,0.12326047001198462,0.0,0.11477980527376487,0.0,5.993410205834836
Gujarat,Surat,394440,11,3.8181818181818183,2.1362669223756576,0.559498479669815,8,2.0952380952380953,0,0.0,0.0,0.12326047001198462,0.0,0.11477980527376487,0.0,5.993410205834836
Tamil Nadu,Vellore,635802,11,3.8181818181818183,2.1362669223756576,0.559498479669815,8,2.0952380952380953,0,0.0,0.0,0.12326047001198462,0.0,0.11477980527376487,0.0,5.993410205834836
Uttar Pradesh,Rae Bareli,229311,11,3.8181818181818183,2.136266922375657,0.5594984796698149,8,2.0952380952380953,0,0.0,0.0,0.12326047001198456,0.0,0.11477980527376487,0.0,5.993410205834834
